transaction_id,date,product_name,category,unit_price,quantity,total_revenue,store,stock_level,day_of_week,month,is_weekend,product_trend
TXN000040,2024-07-04,Athletic Shorts,Clothing,32.99,3,98.97,Outlet Store,291,Thursday,2024-07,False,stable
TXN000041,2024-07-04,Air Fryer Digital 5L,Home & Kitchen,91.97,1,91.97,Outlet Store,499,Thursday,2024-07,False,hot
TXN000042,2024-07-04,Air Fryer Digital 5L,Home & Kitchen,122.16,2,244.33,Downtown Flagship,497,Thursday,2024-07,False,hot
TXN000043,2024-07-04,Air Fryer Digital 5L,Home & Kitchen,119.59,1,119.59,Downtown Flagship,496,Thursday,2024-07,False,hot
TXN000044,2024-07-04,Coffee Maker Programmable,Home & Kitchen,86.44,1,86.44,Airport Express,499,Thursday,2024-07,False,stable
TXN000045,2024-07-04,Coffee Maker Programmable,Home & Kitchen,86.34,2,172.68,Suburban Plaza,497,Thursday,2024-07,False,stable
TXN000046,2024-07-04,Knife Set Professional,Home & Kitchen,114.09,2,228.18,Outlet Store,298,Thursday,2024-07,False,stable
TXN000047,2024-07-04,Non-Stick Pan Set,Home & Kitchen,77.72,1,77.72,Downtown Flagship,299,Thursday,2024-07,False,stable
TXN000048,2024-07-04,Non-Stick Pan Set,Home & Kitchen,76.79,1,76.79,Suburban Plaza,298,Thursday,2024-07,False,stable
TXN000049,2024-07-04,Instant Pot Multi-Use,Home & Kitchen,134.23,1,134.23,Suburban Plaza,499,Thursday,2024-07,False,growing
TXN000050,2024-07-04,Instant Pot Multi-Use,Home & Kitchen,125.62,1,125.62,Airport Express,498,Thursday,2024-07,False,growing
TXN000051,2024-07-04,Instant Pot Multi-Use,Home & Kitchen,124.26,1,124.26,Suburban Plaza,497,Thursday,2024-07,False,growing
TXN000052,2024-07-04,Instant Pot Multi-Use,Home & Kitchen,99.45,1,99.45,Outlet Store,496,Thursday,2024-07,False,growing
TXN000053,2024-07-04,Electric Kettle,Home & Kitchen,39.72,1,39.72,Downtown Flagship,299,Thursday,2024-07,False,stable
TXN000054,2024-07-04,Electric Kettle,Home & Kitchen,40.92,1,40.92,Mall Central,298,Thursday,2024-07,False,stable
TXN000055,2024-07-04,Vitamin C Serum,Beauty,44.28,1,44.28,Downtown Flagship,499,Thursday,2024-07,False,hot
TXN000056,2024-07-04,Vitamin C Serum,Beauty,43.61,1,43.61,Airport Express,498,Thursday,2024-07,False,hot
TXN000057,2024-07-04,Vitamin C Serum,Beauty,44.0,1,44.0,Mall Central,497,Thursday,2024-07,False,hot
TXN000058,2024-07-04,Vitamin C Serum,Beauty,44.74,3,134.23,Downtown Flagship,494,Thursday,2024-07,False,hot
TXN000059,2024-07-04,Hair Dryer Professional,Beauty,123.2,1,123.2,Airport Express,499,Thursday,2024-07,False,growing
TXN000060,2024-07-04,Moisturizer Daily SPF,Beauty,32.12,2,64.25,Outlet Store,498,Thursday,2024-07,False,growing
TXN000061,2024-07-04,Moisturizer Daily SPF,Beauty,27.55,2,55.1,Outlet Store,496,Thursday,2024-07,False,growing
TXN000062,2024-07-04,Moisturizer Daily SPF,Beauty,37.62,1,37.62,Suburban Plaza,495,Thursday,2024-07,False,growing
TXN000063,2024-07-04,Moisturizer Daily SPF,Beauty,39.84,1,39.84,Downtown Flagship,494,Thursday,2024-07,False,growing
TXN000064,2024-07-04,Moisturizer Daily SPF,Beauty,37.83,2,75.66,Mall Central,492,Thursday,2024-07,False,growing
TXN000065,2024-07-04,Perfume Signature 50ml,Beauty,66.59,5,332.93,Outlet Store,295,Thursday,2024-07,False,stable
TXN000066,2024-07-04,Curling Iron Ceramic,Beauty,75.59,4,302.38,Mall Central,296,Thursday,2024-07,False,stable
TXN000067,2024-07-04,Curling Iron Ceramic,Beauty,71.68,2,143.36,Suburban Plaza,294,Thursday,2024-07,False,stable
TXN000068,2024-07-04,Nail Polish Set,Beauty,30.9,3,92.71,Suburban Plaza,197,Thursday,2024-07,False,stable
TXN000069,2024-07-04,Electric Shaver,Beauty,89.85,1,89.85,Downtown Flagship,299,Thursday,2024-07,False,stable
TXN000070,2024-07-04,Electric Shaver,Beauty,85.62,1,85.62,Airport Express,298,Thursday,2024-07,False,stable
TXN000071,2024-07-04,Yoga Mat Premium,Sports,44.64,2,89.27,Suburban Plaza,498,Thursday,2024-07,False,growing
TXN000072,2024-07-04,Dumbbell Set Adjustable,Sports,193.11,3,579.34,Suburban Plaza,297,Thursday,2024-07,False,stable
TXN000073,2024-07-04,Dumbbell Set Adjustable,Sports,196.93,1,196.93,Airport Express,296,Thursday,2024-07,False,stable
TXN000074,2024-07-04,Dumbbell Set Adjustable,Sports,195.34,1,195.34,Suburban Plaza,295,Thursday,2024-07,False,stable
TXN000075,2024-07-04,Dumbbell Set Adjustable,Sports,198.17,1,198.17,Airport Express,294,Thursday,2024-07,False,stable
TXN000076,2024-07-04,Dumbbell Set Adjustable,Sports,141.49,5,707.43,Outlet Store,289,Thursday,2024-07,False,stable
TXN000077,2024-07-04,Fitness Tracker Band,Sports,82.42,1,82.42,Downtown Flagship,499,Thursday,2024-07,False,growing
TXN000078,2024-07-04,Fitness Tracker Band,Sports,77.97,3,233.91,Airport Express,496,Thursday,2024-07,False,growing
TXN000079,2024-07-04,Fitness Tracker Band,Sports,80.61,2,161.22,Downtown Flagship,494,Thursday,2024-07,False,growing
TXN000080,2024-07-04,Fitness Tracker Band,Sports,80.22,5,401.08,Suburban Plaza,489,Thursday,2024-07,False,growing
TXN000081,2024-07-04,Water Bottle Insulated,Sports,32.52,1,32.52,Airport Express,499,Thursday,2024-07,False,stable
TXN000082,2024-07-04,Jump Rope Speed,Sports,17.29,1,17.29,Downtown Flagship,299,Thursday,2024-07,False,stable
TXN000083,2024-07-04,Jump Rope Speed,Sports,18.19,1,18.19,Suburban Plaza,298,Thursday,2024-07,False,stable
TXN000084,2024-07-04,Foam Roller,Sports,35.47,1,35.47,Airport Express,299,Thursday,2024-07,False,growing
TXN000085,2024-07-05,Wireless Earbuds Pro,Electronics,147.86,1,147.86,Airport Express,494,Friday,2024-07,False,hot
TXN000086,2024-07-05,Wireless Earbuds Pro,Electronics,153.04,1,153.04,Downtown Flagship,493,Friday,2024-07,False,hot
TXN000087,2024-07-05,Wireless Earbuds Pro,Electronics,152.59,1,152.59,Suburban Plaza,492,Friday,2024-07,False,hot
TXN000088,2024-07-05,Wireless Earbuds Pro,Electronics,141.69,1,141.69,Suburban Plaza,491,Friday,2024-07,False,hot
TXN000089,2024-07-05,Wireless Earbuds Pro,Electronics,155.02,3,465.06,Downtown Flagship,488,Friday,2024-07,False,hot
TXN000090,2024-07-05,Wireless Earbuds Pro,Electronics,150.23,2,300.46,Mall Central,486,Friday,2024-07,False,hot
TXN000091,2024-07-05,Wireless Earbuds Pro,Electronics,146.14,1,146.14,Downtown Flagship,485,Friday,2024-07,False,hot
TXN000092,2024-07-05,Smart Watch Series X,Electronics,247.9,2,495.81,Outlet Store,496,Friday,2024-07,False,growing
TXN000093,2024-07-05,Smart Watch Series X,Electronics,220.49,1,220.49,Outlet Store,495,Friday,2024-07,False,growing
TXN000094,2024-07-05,Portable Charger 20K,Electronics,45.54,1,45.54,Airport Express,494,Friday,2024-07,False,stable
TXN000095,2024-07-05,Portable Charger 20K,Electronics,46.64,3,139.92,Downtown Flagship,491,Friday,2024-07,False,stable
TXN000096,2024-07-05,Bluetooth Speaker Mini,Electronics,75.25,3,225.74,Airport Express,294,Friday,2024-07,False,stable
TXN000097,2024-07-05,Bluetooth Speaker Mini,Electronics,82.4,1,82.4,Airport Express,293,Friday,2024-07,False,stable
TXN000098,2024-07-05,USB-C Hub Pro,Electronics,67.02,3,201.06,Airport Express,295,Friday,2024-07,False,growing
TXN000099,2024-07-05,Noise Canceling Headphones,Electronics,239.24,2,478.48,Downtown Flagship,496,Friday,2024-07,False,hot
TXN000100,2024-07-05,Noise Canceling Headphones,Electronics,242.09,3,726.27,Airport Express,493,Friday,2024-07,False,hot
TXN000101,2024-07-05,Noise Canceling Headphones,Electronics,244.15,1,244.15,Airport Express,492,Friday,2024-07,False,hot
TXN000102,2024-07-05,Noise Canceling Headphones,Electronics,237.14,1,237.14,Airport Express,491,Friday,2024-07,False,hot
TXN000103,2024-07-05,Noise Canceling Headphones,Electronics,258.07,1,258.07,Downtown Flagship,490,Friday,2024-07,False,hot
TXN000104,2024-07-05,Tablet Stand Adjustable,Electronics,27.87,1,27.87,Outlet Store,199,Friday,2024-07,False,declining
TXN000105,2024-07-05,Wireless Mouse Ergonomic,Electronics,46.25,1,46.25,Outlet Store,295,Friday,2024-07,False,stable
TXN000106,2024-07-05,Wireless Mouse Ergonomic,Electronics,53.23,4,212.93,Downtown Flagship,291,Friday,2024-07,False,stable
TXN000107,2024-07-05,LED Desk Lamp Smart,Electronics,53.72,1,53.72,Outlet Store,292,Friday,2024-07,False,growing
TXN000108,2024-07-05,LED Desk Lamp Smart,Electronics,73.6,2,147.21,Mall Central,290,Friday,2024-07,False,growing
TXN000109,2024-07-05,Slim Fit Jeans,Clothing,76.57,1,76.57,Suburban Plaza,495,Friday,2024-07,False,stable
TXN000110,2024-07-05,Slim Fit Jeans,Clothing,75.29,3,225.87,Downtown Flagship,492,Friday,2024-07,False,stable
TXN000111,2024-07-05,Winter Jacket Insulated,Clothing,192.22,2,384.45,Suburban Plaza,296,Friday,2024-07,False,seasonal
TXN000112,2024-07-05,Running Sneakers Pro,Clothing,131.12,1,131.12,Mall Central,498,Friday,2024-07,False,growing
TXN000113,2024-07-05,Running Sneakers Pro,Clothing,133.49,1,133.49,Mall Central,497,Friday,2024-07,False,growing
TXN000114,2024-07-05,Casual Hoodie,Clothing,64.4,1,64.4,Mall Central,496,Friday,2024-07,False,stable
TXN000115,2024-07-05,Casual Hoodie,Clothing,62.58,1,62.58,Mall Central,495,Friday,2024-07,False,stable
TXN000116,2024-07-05,Formal Dress Shirt,Clothing,55.98,3,167.93,Mall Central,292,Friday,2024-07,False,declining
TXN000117,2024-07-05,Athletic Shorts,Clothing,40.19,1,40.19,Suburban Plaza,290,Friday,2024-07,False,stable
TXN000118,2024-07-05,Athletic Shorts,Clothing,39.72,1,39.72,Downtown Flagship,289,Friday,2024-07,False,stable
TXN000119,2024-07-05,Athletic Shorts,Clothing,39.86,2,79.72,Suburban Plaza,287,Friday,2024-07,False,stable
TXN000120,2024-07-05,Wool Sweater Classic,Clothing,94.75,1,94.75,Mall Central,299,Friday,2024-07,False,seasonal
TXN000121,2024-07-05,Wool Sweater Classic,Clothing,68.92,2,137.84,Outlet Store,297,Friday,2024-07,False,seasonal
TXN000122,2024-07-05,Wool Sweater Classic,Clothing,96.26,1,96.26,Downtown Flagship,296,Friday,2024-07,False,seasonal
TXN000123,2024-07-05,Baseball Cap Logo,Clothing,27.23,2,54.46,Airport Express,198,Friday,2024-07,False,stable
TXN000124,2024-07-05,Baseball Cap Logo,Clothing,27.29,1,27.29,Downtown Flagship,197,Friday,2024-07,False,stable
TXN000125,2024-07-05,Baseball Cap Logo,Clothing,26.8,2,53.61,Mall Central,195,Friday,2024-07,False,stable
TXN000126,2024-07-05,Air Fryer Digital 5L,Home & Kitchen,121.34,1,121.34,Suburban Plaza,495,Friday,2024-07,False,hot
TXN000127,2024-07-05,Air Fryer Digital 5L,Home & Kitchen,120.86,1,120.86,Suburban Plaza,494,Friday,2024-07,False,hot
TXN000128,2024-07-05,Air Fryer Digital 5L,Home & Kitchen,122.21,2,244.43,Downtown Flagship,492,Friday,2024-07,False,hot
TXN000129,2024-07-05,Air Fryer Digital 5L,Home & Kitchen,115.14,1,115.14,Downtown Flagship,491,Friday,2024-07,False,hot
TXN000130,2024-07-05,Air Fryer Digital 5L,Home & Kitchen,84.2,1,84.2,Outlet Store,490,Friday,2024-07,False,hot
TXN000131,2024-07-05,Air Fryer Digital 5L,Home & Kitchen,118.48,2,236.96,Downtown Flagship,488,Friday,2024-07,False,hot
TXN000132,2024-07-05,Coffee Maker Programmable,Home & Kitchen,89.85,5,449.25,Suburban Plaza,492,Friday,2024-07,False,stable
TXN000133,2024-07-05,Coffee Maker Programmable,Home & Kitchen,70.48,3,211.44,Outlet Store,489,Friday,2024-07,False,stable
TXN000134,2024-07-05,Blender High-Speed,Home & Kitchen,101.41,3,304.24,Suburban Plaza,297,Friday,2024-07,False,stable
TXN000135,2024-07-05,Instant Pot Multi-Use,Home & Kitchen,125.74,1,125.74,Mall Central,495,Friday,2024-07,False,growing
TXN000136,2024-07-05,Toaster 4-Slice,Home & Kitchen,55.12,2,110.23,Suburban Plaza,198,Friday,2024-07,False,declining
TXN000137,2024-07-05,Electric Kettle,Home & Kitchen,39.09,1,39.09,Downtown Flagship,297,Friday,2024-07,False,stable
TXN000138,2024-07-05,Vitamin C Serum,Beauty,45.87,1,45.87,Downtown Flagship,493,Friday,2024-07,False,hot
TXN000139,2024-07-05,Vitamin C Serum,Beauty,44.58,1,44.58,Airport Express,492,Friday,2024-07,False,hot
TXN000140,2024-07-05,Vitamin C Serum,Beauty,43.68,1,43.68,Suburban Plaza,491,Friday,2024-07,False,hot
TXN000141,2024-07-05,Vitamin C Serum,Beauty,45.38,3,136.14,Mall Central,488,Friday,2024-07,False,hot
TXN000142,2024-07-05,Vitamin C Serum,Beauty,46.2,3,138.59,Airport Express,485,Friday,2024-07,False,hot
TXN000143,2024-07-05,Hair Dryer Professional,Beauty,127.09,1,127.09,Mall Central,498,Friday,2024-07,False,growing
TXN000144,2024-07-05,Hair Dryer Professional,Beauty,134.85,3,404.55,Airport Express,495,Friday,2024-07,False,growing
TXN000145,2024-07-05,Moisturizer Daily SPF,Beauty,38.18,2,76.35,Mall Central,490,Friday,2024-07,False,growing
TXN000146,2024-07-05,Moisturizer Daily SPF,Beauty,36.93,1,36.93,Suburban Plaza,489,Friday,2024-07,False,growing
TXN000147,2024-07-05,Moisturizer Daily SPF,Beauty,37.38,1,37.38,Mall Central,488,Friday,2024-07,False,growing
TXN000148,2024-07-05,Moisturizer Daily SPF,Beauty,36.73,1,36.73,Airport Express,487,Friday,2024-07,False,growing
TXN000149,2024-07-05,Moisturizer Daily SPF,Beauty,38.46,1,38.46,Mall Central,486,Friday,2024-07,False,growing
TXN000150,2024-07-05,Moisturizer Daily SPF,Beauty,38.24,1,38.24,Downtown Flagship,485,Friday,2024-07,False,growing
TXN000151,2024-07-05,Perfume Signature 50ml,Beauty,84.67,1,84.67,Suburban Plaza,294,Friday,2024-07,False,stable
TXN000152,2024-07-05,Makeup Brush Set,Beauty,54.05,1,54.05,Mall Central,299,Friday,2024-07,False,stable
TXN000153,2024-07-05,Curling Iron Ceramic,Beauty,77.49,2,154.98,Mall Central,292,Friday,2024-07,False,stable
TXN000154,2024-07-05,Nail Polish Set,Beauty,32.13,1,32.13,Downtown Flagship,196,Friday,2024-07,False,stable
TXN000155,2024-07-05,Nail Polish Set,Beauty,25.52,1,25.52,Outlet Store,195,Friday,2024-07,False,stable
TXN000156,2024-07-05,Nail Polish Set,Beauty,32.81,2,65.63,Airport Express,193,Friday,2024-07,False,stable
TXN000157,2024-07-05,Lip Balm Collection,Beauty,17.33,1,17.33,Downtown Flagship,299,Friday,2024-07,False,stable
TXN000158,2024-07-05,Lip Balm Collection,Beauty,17.49,1,17.49,Suburban Plaza,298,Friday,2024-07,False,stable
TXN000159,2024-07-05,Lip Balm Collection,Beauty,17.4,2,34.8,Airport Express,296,Friday,2024-07,False,stable
TXN000160,2024-07-05,Lip Balm Collection,Beauty,17.31,2,34.61,Suburban Plaza,294,Friday,2024-07,False,stable
TXN000161,2024-07-05,Lip Balm Collection,Beauty,17.29,4,69.18,Airport Express,290,Friday,2024-07,False,stable
TXN000162,2024-07-05,Yoga Mat Premium,Sports,47.06,2,94.12,Mall Central,496,Friday,2024-07,False,growing
TXN000163,2024-07-05,Yoga Mat Premium,Sports,43.09,2,86.18,Mall Central,494,Friday,2024-07,False,growing
TXN000164,2024-07-05,Fitness Tracker Band,Sports,81.15,1,81.15,Suburban Plaza,488,Friday,2024-07,False,growing
TXN000165,2024-07-05,Fitness Tracker Band,Sports,76.01,2,152.01,Airport Express,486,Friday,2024-07,False,growing
TXN000166,2024-07-05,Fitness Tracker Band,Sports,59.41,2,118.83,Outlet Store,484,Friday,2024-07,False,growing
TXN000167,2024-07-05,Fitness Tracker Band,Sports,79.05,1,79.05,Mall Central,483,Friday,2024-07,False,growing
TXN000168,2024-07-05,Resistance Bands Set,Sports,28.9,2,57.81,Mall Central,498,Friday,2024-07,False,hot
TXN000169,2024-07-05,Resistance Bands Set,Sports,28.38,4,113.52,Downtown Flagship,494,Friday,2024-07,False,hot
TXN000170,2024-07-05,Water Bottle Insulated,Sports,32.75,1,32.75,Airport Express,498,Friday,2024-07,False,stable
TXN000171,2024-07-05,Water Bottle Insulated,Sports,26.28,1,26.28,Outlet Store,497,Friday,2024-07,False,stable
TXN000172,2024-07-05,Water Bottle Insulated,Sports,31.79,1,31.79,Suburban Plaza,496,Friday,2024-07,False,stable
TXN000173,2024-07-05,Water Bottle Insulated,Sports,33.13,1,33.13,Airport Express,495,Friday,2024-07,False,stable
TXN000174,2024-07-05,Jump Rope Speed,Sports,17.54,3,52.62,Downtown Flagship,295,Friday,2024-07,False,stable
TXN000175,2024-07-05,Foam Roller,Sports,34.58,2,69.15,Mall Central,297,Friday,2024-07,False,growing
TXN000176,2024-07-05,Foam Roller,Sports,33.89,3,101.66,Downtown Flagship,294,Friday,2024-07,False,growing
TXN000177,2024-07-05,Foam Roller,Sports,34.44,2,68.88,Downtown Flagship,292,Friday,2024-07,False,growing
TXN000178,2024-07-05,Foam Roller,Sports,34.22,2,68.43,Airport Express,290,Friday,2024-07,False,growing
TXN000179,2024-07-05,Gym Bag Duffle,Sports,44.44,1,44.44,Outlet Store,299,Friday,2024-07,False,stable
TXN000180,2024-07-05,Gym Bag Duffle,Sports,56.05,2,112.1,Mall Central,297,Friday,2024-07,False,stable
TXN000181,2024-07-05,Protein Shaker Bottle,Sports,14.39,2,28.78,Mall Central,298,Friday,2024-07,False,stable
TXN000182,2024-07-05,Protein Shaker Bottle,Sports,14.71,2,29.42,Downtown Flagship,296,Friday,2024-07,False,stable
TXN000183,2024-07-05,Protein Shaker Bottle,Sports,15.05,1,15.05,Suburban Plaza,295,Friday,2024-07,False,stable
TXN000184,2024-07-06,Wireless Earbuds Pro,Electronics,152.02,1,152.02,Airport Express,484,Saturday,2024-07,True,hot
TXN000185,2024-07-06,Wireless Earbuds Pro,Electronics,143.35,1,143.35,Downtown Flagship,483,Saturday,2024-07,True,hot
TXN000186,2024-07-06,Smart Watch Series X,Electronics,300.07,1,300.07,Downtown Flagship,494,Saturday,2024-07,True,growing
TXN000187,2024-07-06,Smart Watch Series X,Electronics,290.52,1,290.52,Airport Express,493,Saturday,2024-07,True,growing
TXN000188,2024-07-06,Smart Watch Series X,Electronics,313.25,2,626.5,Mall Central,491,Saturday,2024-07,True,growing
TXN000189,2024-07-06,Smart Watch Series X,Electronics,287.06,1,287.06,Mall Central,490,Saturday,2024-07,True,growing
TXN000190,2024-07-06,Portable Charger 20K,Electronics,45.15,1,45.15,Downtown Flagship,490,Saturday,2024-07,True,stable
TXN000191,2024-07-06,Portable Charger 20K,Electronics,45.24,4,180.96,Downtown Flagship,486,Saturday,2024-07,True,stable
TXN000192,2024-07-06,Portable Charger 20K,Electronics,46.66,1,46.66,Suburban Plaza,485,Saturday,2024-07,True,stable
TXN000193,2024-07-06,Bluetooth Speaker Mini,Electronics,78.76,1,78.76,Airport Express,292,Saturday,2024-07,True,stable
TXN000194,2024-07-06,Bluetooth Speaker Mini,Electronics,75.46,1,75.46,Mall Central,291,Saturday,2024-07,True,stable
TXN000195,2024-07-06,Bluetooth Speaker Mini,Electronics,65.04,1,65.04,Outlet Store,290,Saturday,2024-07,True,stable
TXN000196,2024-07-06,Noise Canceling Headphones,Electronics,252.22,1,252.22,Mall Central,489,Saturday,2024-07,True,hot
TXN000197,2024-07-06,Noise Canceling Headphones,Electronics,250.56,1,250.56,Downtown Flagship,488,Saturday,2024-07,True,hot
TXN000198,2024-07-06,Noise Canceling Headphones,Electronics,239.5,5,1197.5,Downtown Flagship,483,Saturday,2024-07,True,hot
TXN000199,2024-07-06,Noise Canceling Headphones,Electronics,256.24,2,512.48,Airport Express,481,Saturday,2024-07,True,hot
TXN000200,2024-07-06,Noise Canceling Headphones,Electronics,247.77,1,247.77,Downtown Flagship,480,Saturday,2024-07,True,hot
TXN000201,2024-07-06,Noise Canceling Headphones,Electronics,261.2,3,783.61,Mall Central,477,Saturday,2024-07,True,hot
TXN000202,2024-07-06,Noise Canceling Headphones,Electronics,251.73,2,503.46,Downtown Flagship,475,Saturday,2024-07,True,hot
TXN000203,2024-07-06,Noise Canceling Headphones,Electronics,241.72,3,725.17,Airport Express,472,Saturday,2024-07,True,hot
TXN000204,2024-07-06,Tablet Stand Adjustable,Electronics,33.8,2,67.6,Downtown Flagship,197,Saturday,2024-07,True,declining
TXN000205,2024-07-06,LED Desk Lamp Smart,Electronics,74.63,1,74.63,Downtown Flagship,289,Saturday,2024-07,True,growing
TXN000206,2024-07-06,LED Desk Lamp Smart,Electronics,72.99,1,72.99,Suburban Plaza,288,Saturday,2024-07,True,growing
TXN000207,2024-07-06,LED Desk Lamp Smart,Electronics,74.66,2,149.31,Suburban Plaza,286,Saturday,2024-07,True,growing
TXN000208,2024-07-06,LED Desk Lamp Smart,Electronics,77.16,3,231.48,Suburban Plaza,283,Saturday,2024-07,True,growing
TXN000209,2024-07-06,Premium Cotton T-Shirt,Clothing,27.36,1,27.36,Outlet Store,495,Saturday,2024-07,True,stable
TXN000210,2024-07-06,Slim Fit Jeans,Clothing,53.3,2,106.61,Outlet Store,490,Saturday,2024-07,True,stable
TXN000211,2024-07-06,Slim Fit Jeans,Clothing,76.87,1,76.87,Downtown Flagship,489,Saturday,2024-07,True,stable
TXN000212,2024-07-06,Slim Fit Jeans,Clothing,72.18,1,72.18,Suburban Plaza,488,Saturday,2024-07,True,stable
TXN000213,2024-07-06,Slim Fit Jeans,Clothing,78.32,2,156.64,Suburban Plaza,486,Saturday,2024-07,True,stable
TXN000214,2024-07-06,Slim Fit Jeans,Clothing,71.85,1,71.85,Mall Central,485,Saturday,2024-07,True,stable
TXN000215,2024-07-06,Slim Fit Jeans,Clothing,73.67,1,73.67,Downtown Flagship,484,Saturday,2024-07,True,stable
TXN000216,2024-07-06,Winter Jacket Insulated,Clothing,197.73,1,197.73,Downtown Flagship,295,Saturday,2024-07,True,seasonal
TXN000217,2024-07-06,Winter Jacket Insulated,Clothing,197.52,1,197.52,Airport Express,294,Saturday,2024-07,True,seasonal
